step,equity,inventory,bid,ask,bid_missing,ask_missing,t,mid_mark,microprice,spread,bid_sz,ask_sz,imbalance,cash,inv_value,realized_pnl,unreal_pnl,fees_paid,mm_fills,mm_cancels_sub,mm_cancels_ok,mm_bid_px,mm_ask_px,mm_bid_qty,mm_ask_qty,mm_at_best_bid,mm_at_best_ask,tob_share_bid,tob_share_ask,last_trade_px,last_trade_sign
280,-29.5777999997,115,99.9200000000,99.9400000000,0,0,28.100000,99.8300000000,99.9294736842,0.0200000000,9,10,-0.052632,-11510.0277999997,11480.4500000000,-11.9514665210,-18.1185334790,-0.4922000000,2461,3667,363,99.5800000000,99.9400000000,1,1,0,1,nan,0.1000000000,99.9400000000,1
281,-21.6059999997,120,99.9100000000,99.9200000000,0,0,28.200000,99.9000000000,99.9192682927,0.0100000000,38,3,0.853659,-12009.6059999997,11988.0000000000,-12.0588195289,-10.0411804711,-0.4940000000,2470,3699,365,99.6200000000,99.9300000000,1,1,0,0,nan,nan,99.9200000000,1
282,-20.2939999997,116,99.9100000000,99.9200000000,0,0,28.300000,99.9100000000,99.9186046512,0.0100000000,37,6,0.720930,-11609.8539999997,11589.5600000000,-12.4578159112,-8.3321840888,-0.4960000000,2480,3717,367,99.6800000000,99.9200000000,1,1,0,1,nan,0.1666666667,99.9300000000,1
283,-20.2015999997,110,99.9100000000,99.9200000000,0,0,28.400000,99.9100000000,99.9193023256,0.0100000000,40,3,0.860465,-11010.3015999997,10990.1000000000,-13.0031325637,-7.6968674363,-0.4984000000,2492,3722,368,nan,99.9200000000,0,1,0,1,nan,0.3333333333,99.9200000000,1
284,-13.7081999997,105,99.9100000000,99.9300000000,0,0,28.500000,99.9700000000,99.9273684211,0.0200000000,33,5,0.736842,-10510.5581999997,10496.8500000000,-13.5547591425,-0.6552408575,-0.5018000000,2509,3724,368,99.6500000000,99.9200000000,1,0,0,0,nan,nan,99.9300000000,1
285,-20.9773999997,103,99.9100000000,99.9300000000,0,0,28.600000,99.9000000000,99.9267567568,0.0200000000,31,6,0.675676,-10310.6773999997,10289.7000000000,-13.6922185881,-7.7877814119,-0.5026000000,2513,3736,369,99.7000000000,99.9300000000,1,1,0,1,nan,0.1666666667,99.9200000000,1
286,-7.8751999997,100,99.9100000000,99.9300000000,0,0,28.700000,100.0300000000,99.9273333333,0.0200000000,26,4,0.733333,-10010.8751999997,10003.0000000000,-14.0654513312,5.6854513312,-0.5048000000,2524,3744,371,99.6700000000,99.9200000000,1,0,0,0,nan,nan,99.9300000000,1
287,1.1658000003,95,99.9100000000,99.9400000000,0,0,28.800000,100.1300000000,99.9336363636,0.0300000000,26,7,0.575758,-9511.1841999997,9512.3500000000,-14.2411787646,14.9011787647,-0.5058000000,2529,3746,372,99.8300000000,99.9400000000,1,1,0,1,nan,0.1428571429,99.9400000000,1
288,-8.4509999997,83,99.9100000000,99.9500000000,0,0,28.900000,100.0400000000,99.9431034483,0.0400000000,24,5,0.655172,-8311.7709999997,8303.3200000000,-14.6237019366,5.6637019366,-0.5090000000,2545,3766,373,99.8400000000,99.9300000000,1,0,0,0,nan,nan,99.9300000000,1
289,-4.3287999997,72,99.9100000000,99.9600000000,0,0,29.000000,100.1100000000,99.9560000000,0.0500000000,23,2,0.840000,-7212.2487999997,7207.9200000000,-14.7930908366,9.9530908366,-0.5112000000,2556,3769,374,nan,99.9800000000,0,1,0,0,nan,nan,99.9600000000,1
290,-6.3553999997,61,99.9100000000,99.9700000000,0,0,29.100000,100.1000000000,99.9500000000,0.0600000000,22,11,0.333333,-6112.4553999997,6106.1000000000,-14.8309816042,7.9609816042,-0.5146000000,2573,3774,376,nan,99.9700000000,0,1,0,1,nan,0.0909090909,99.9700000000,1
291,-6.6631999997,54,99.9300000000,99.9700000000,0,0,29.200000,100.1100000000,99.9566666667,0.0400000000,2,1,0.333333,-5412.6031999997,5405.9400000000,-14.8214352802,7.6414352802,-0.5168000000,2584,3789,376,99.9300000000,99.9900000000,1,1,1,0,0.5000000000,nan,99.9700000000,1
292,-5.6115999997,50,99.9700000000,99.9900000000,0,0,29.300000,100.1400000000,99.9860000000,0.0200000000,4,1,0.600000,-5012.6115999997,5007.0000000000,-14.7116646758,8.5816646758,-0.5184000000,2592,3801,378,99.9700000000,100.0400000000,1,1,1,0,0.2500000000,nan,99.9900000000,1
293,-5.9803999996,44,100.0000000000,100.0300000000,0,0,29.400000,100.1500000000,100.0214285714,0.0300000000,5,2,0.428571,-4412.5803999996,4406.6000000000,-14.4918649147,7.9918649147,-0.5196000000,2598,3827,380,100.0000000000,100.0600000000,1,1,1,0,0.2000000000,nan,100.0300000000,1
294,-4.5173999997,33,100.0300000000,100.0400000000,0,0,29.500000,100.2300000000,100.0357142857,0.0100000000,12,9,0.142857,-3312.1073999997,3307.5900000000,-13.5928852408,8.5528852408,-0.5226000000,2613,3847,382,100.0300000000,100.1500000000,1,1,1,0,0.0833333333,nan,100.0400000000,1
295,-5.1447999997,28,100.0300000000,100.0500000000,0,0,29.600000,100.2400000000,100.0372727273,0.0200000000,8,14,-0.272727,-2811.8647999997,2806.7200000000,-13.0048265321,7.3348265322,-0.5252000000,2626,3854,383,100.0300000000,100.1900000000,1,1,1,0,0.1250000000,nan,100.0400000000,1
296,-9.7011999997,10,100.0300000000,100.0600000000,0,0,29.700000,100.1200000000,100.0450000000,0.0300000000,7,7,0.000000,-1010.9011999997,1001.2000000000,-11.6495809043,1.4195809043,-0.5288000000,2644,3866,385,nan,nan,0,0,0,0,nan,nan,100.0600000000,1
297,-9.9887999997,2,100.0500000000,100.0700000000,0,0,29.800000,100.1900000000,100.0600000000,0.0200000000,12,12,0.000000,-210.3687999997,200.3800000000,-10.9079371356,0.3879371357,-0.5312000000,2656,3877,385,100.0500000000,100.1600000000,1,1,1,0,0.0833333333,nan,100.0700000000,1
298,-10.1871999997,0,100.0600000000,100.0700000000,0,0,29.900000,100.1200000000,100.0665000000,0.0100000000,13,7,0.300000,-10.1871999997,0.0000000000,-10.7200000000,0.0000000000,-0.5328000000,2664,3895,387,100.0600000000,100.2000000000,1,1,1,0,0.0769230769,nan,100.0700000000,1
299,-10.4055999997,-4,100.0600000000,100.0800000000,0,0,30.000000,100.1300000000,100.0711111111,0.0200000000,15,12,0.111111,390.1144000003,-400.5200000000,-10.7000000000,-0.2400000000,-0.5344000000,2672,3907,388,100.0600000000,100.1000000000,1,1,1,0,0.0666666667,nan,100.0700000000,1
300,-11.1435999997,-12,100.0700000000,100.0800000000,0,0,30.100000,100.1600000000,100.0789473684,0.0100000000,17,2,0.789474,1190.7764000003,-1201.9200000000,-10.6836363636,-0.9963636364,-0.5364000000,2682,3929,390,100.0700000000,100.2300000000,1,1,1,0,0.0588235294,nan,100.0800000000,1
301,-12.4997999997,-25,100.0800000000,100.0900000000,0,0,30.200000,100.1800000000,100.0872727273,0.0100000000,8,3,0.454545,2492.0002000003,-2504.5000000000,-10.6459622196,-2.3940377804,-0.5402000000,2701,3953,392,100.0800000000,100.2800000000,1,1,1,0,0.1250000000,nan,100.0900000000,1
302,-12.6277999997,-35,100.0800000000,100.1000000000,0,0,30.300000,100.1600000000,100.0988235294,0.0200000000,16,1,0.882353,3492.9722000003,-3505.6000000000,-10.6459622196,-2.5240377804,-0.5422000000,2711,3957,392,100.0800000000,100.2900000000,1,1,1,0,0.0625000000,nan,100.1000000000,1
303,-11.6767999997,-40,100.1000000000,100.1100000000,0,0,30.400000,100.1300000000,100.1016666667,0.0100000000,2,10,-0.666667,3993.5232000003,-4005.2000000000,-10.6459622196,-1.5740377804,-0.5432000000,2716,3977,394,100.0900000000,100.2500000000,1,1,0,0,nan,nan,100.1100000000,1
304,-11.2841999997,-27,100.1000000000,100.1100000000,0,0,30.500000,100.1300000000,100.1012500000,0.0100000000,1,7,-0.750000,2692.2258000003,-2703.5100000000,-10.7675244982,-1.0624755018,-0.5458000000,2729,4003,396,100.1000000000,100.1700000000,1,1,1,0,1.0000000000,nan,100.1000000000,-1
305,-8.9729999997,-29,100.0900000000,100.1100000000,0,0,30.600000,100.0500000000,100.1064705882,0.0200000000,14,3,0.647059,2892.4770000003,-2901.4500000000,-10.7712325951,1.2512325951,-0.5470000000,2735,4017,397,100.1000000000,100.1900000000,0,1,0,0,nan,nan,100.0900000000,-1
306,-8.7705999997,-17,100.0800000000,100.1000000000,0,0,30.700000,100.0100000000,100.0960000000,0.0200000000,16,4,0.600000,1691.3994000003,-1700.1700000000,-10.7334811764,1.4134811764,-0.5494000000,2747,4021,398,100.0700000000,100.1100000000,1,1,0,0,nan,nan,100.0900000000,-1
307,-9.6581999997,-5,100.0800000000,100.0900000000,0,0,30.800000,100.0200000000,100.0823529412,0.0100000000,4,13,-0.529412,490.4418000003,-500.1000000000,-10.5757297578,0.3657297578,-0.5518000000,2759,4037,400,100.0000000000,100.0900000000,1,1,0,1,nan,0.0769230769,100.0800000000,-1
308,-10.0937999997,3,100.0700000000,100.0900000000,0,0,30.900000,99.9700000000,100.0788888889,0.0200000000,4,5,-0.111111,-310.0037999997,299.9100000000,-10.3500000000,-0.3000000000,-0.5562000000,2781,4049,402,nan,nan,0,0,0,0,nan,nan,100.0900000000,1
309,-10.5915999997,10,100.0600000000,100.0800000000,0,0,31.000000,99.9800000000,100.0628571429,0.0200000000,3,18,-0.714286,-1010.3915999997,999.8000000000,-10.3233333333,-0.8266666667,-0.5584000000,2792,4063,402,99.9400000000,100.0800000000,1,1,0,1,nan,0.0555555556,100.0600000000,-1
310,-13.3285999997,23,100.0400000000,100.0700000000,0,0,31.100000,99.9000000000,100.0464285714,0.0300000000,3,11,-0.571429,-2311.0285999997,2297.7000000000,-10.3125000000,-3.5775000000,-0.5614000000,2807,4082,404,99.9300000000,100.0700000000,1,1,0,1,nan,0.0909090909,100.0400000000,-1
311,-12.7363999997,30,100.0300000000,100.0400000000,0,0,31.200000,99.9500000000,100.0380000000,0.0100000000,8,2,0.600000,-3011.2363999997,2998.5000000000,-10.3310613944,-2.9689386056,-0.5636000000,2818,4096,406,99.9000000000,100.0400000000,1,1,0,1,nan,0.5000000000,100.0400000000,1
312,-16.3447999997,38,100.0000000000,100.0400000000,0,0,31.300000,99.8700000000,100.0240000000,0.0400000000,3,2,0.200000,-3811.4047999997,3795.0600000000,-10.3310613944,-6.5789386056,-0.5652000000,2826,4102,407,99.8600000000,100.0400000000,1,1,0,1,nan,0.5000000000,100.0000000000,-1
313,-17.8627999997,44,99.9900000000,100.0000000000,0,0,31.400000,99.8500000000,99.9935714286,0.0100000000,5,9,-0.285714,-4411.2627999997,4393.4000000000,-10.3164665179,-8.1135334821,-0.5672000000,2836,4118,409,99.8000000000,100.0000000000,1,1,0,1,nan,0.1111111111,99.9900000000,-1
314,-15.3101999996,53,99.9700000000,99.9800000000,0,0,31.500000,99.9200000000,99.9730000000,0.0100000000,3,7,-0.400000,-5311.0701999996,5295.7600000000,-10.3917469221,-5.4882530779,-0.5698000000,2849,4130,411,99.8100000000,99.9800000000,1,1,0,1,nan,0.1428571429,99.9700000000,-1
315,-14.3383999996,58,99.9600000000,99.9800000000,0,0,31.600000,99.9400000000,99.9676190476,0.0200000000,8,13,-0.238095,-5810.8583999996,5796.5200000000,-10.4669419417,-4.4430580583,-0.5716000000,2858,4136,411,99.7900000000,99.9800000000,1,1,0,1,nan,0.0769230769,99.9600000000,-1
316,-14.4471999996,64,99.9500000000,99.9700000000,0,0,31.700000,99.9400000000,99.9564285714,0.0200000000,9,19,-0.357143,-6410.6071999996,6396.1600000000,-10.4669419417,-4.5530580583,-0.5728000000,2864,4153,413,99.7800000000,99.9700000000,1,1,0,1,nan,0.0526315789,99.9500000000,-1
317,-10.9657999996,71,99.9500000000,99.9600000000,0,0,31.800000,99.9900000000,99.9508333333,0.0100000000,1,11,-0.833333,-7110.2557999996,7099.2900000000,-10.4669419417,-1.0730580583,-0.5742000000,2871,4173,415,99.7900000000,99.9600000000,1,1,0,1,nan,0.0909090909,99.9500000000,-1
318,-10.8717999996,53,99.9400000000,99.9700000000,0,0,31.900000,100.0000000000,99.9528571429,0.0300000000,9,12,-0.142857,-5310.8717999996,5300.0000000000,-11.2440983235,-0.2059016765,-0.5782000000,2891,4200,416,99.9200000000,99.9800000000,1,1,0,0,nan,nan,99.9400000000,-1
319,-15.1011999996,54,99.9400000000,99.9600000000,0,0,32.000000,99.9200000000,99.9511111111,0.0200000000,5,4,0.111111,-5410.7811999996,5395.6800000000,-11.2779832608,-4.4020167392,-0.5788000000,2894,4214,418,99.8100000000,99.9600000000,1,1,0,1,nan,0.2500000000,99.9500000000,-1
320,-17.4495999996,58,99.9300000000,99.9500000000,0,0,32.100000,99.8800000000,99.9452941176,0.0200000000,13,4,0.529412,-5810.4895999996,5793.0400000000,-11.3787838695,-6.6512161305,-0.5804000000,2902,4228,418,99.8300000000,99.9600000000,1,1,0,0,nan,nan,99.9300000000,-1
321,-13.9173999996,57,99.9300000000,99.9400000000,0,0,32.200000,99.9400000000,99.9333333333,0.0100000000,4,8,-0.333333,-5710.4973999996,5696.5800000000,-11.6818047853,-2.8181952147,-0.5826000000,2913,4246,420,99.7700000000,99.9400000000,1,1,0,1,nan,0.1250000000,99.9300000000,-1
322,-12.8555999996,52,99.9300000000,99.9400000000,0,0,32.300000,99.9600000000,99.9366666667,0.0100000000,4,2,0.333333,-5210.7755999996,5197.9200000000,-12.0156005852,-1.4243994147,-0.5844000000,2922,4256,421,99.7900000000,99.9400000000,1,1,0,1,nan,0.5000000000,99.9400000000,1
323,-9.0647999996,48,99.9400000000,99.9500000000,0,0,32.400000,100.0400000000,99.9450000000,0.0100000000,1,1,0.000000,-4810.9847999996,4801.9200000000,-12.1751697710,2.5251697710,-0.5852000000,2926,4265,422,99.8200000000,99.9500000000,1,1,0,1,nan,1.0000000000,99.9500000000,1
324,-13.7635999996,48,99.9200000000,99.9300000000,0,0,32.500000,99.9400000000,99.9292857143,0.0100000000,13,1,0.857143,-4810.8835999996,4797.1200000000,-12.2673466603,-2.0826533397,-0.5864000000,2932,4271,423,99.9100000000,99.9800000000,1,1,0,0,nan,nan,99.9200000000,-1
325,-18.6419999996,56,99.9200000000,99.9300000000,0,0,32.600000,99.8500000000,99.9205263158,0.0100000000,1,18,-0.894737,-5610.2419999996,5591.6000000000,-12.2673466603,-6.9626533397,-0.5880000000,2940,4301,425,99.8000000000,99.9300000000,1,1,0,1,nan,0.0555555556,99.9200000000,-1
326,-21.1791999996,66,99.9100000000,99.9200000000,0,0,32.700000,99.8200000000,99.9161538462,0.0100000000,16,10,0.230769,-6609.2991999996,6588.1200000000,-12.3548640457,-9.4151359542,-0.5908000000,2954,4319,427,99.6900000000,99.9200000000,1,1,0,1,nan,0.1000000000,99.9100000000,-1
327,-13.7863999996,70,99.9100000000,99.9200000000,0,0,32.800000,99.9300000000,99.9140000000,0.0100000000,6,9,-0.200000,-7008.8863999996,6995.1000000000,-12.5396705291,-1.8403294708,-0.5936000000,2968,4325,428,nan,99.9200000000,0,1,0,1,nan,0.1111111111,99.9100000000,-1
328,-17.1151999996,66,99.9100000000,99.9200000000,0,0,32.900000,99.8800000000,99.9150000000,0.0100000000,5,5,0.000000,-6609.1951999996,6592.0800000000,-12.7178627454,-4.9921372546,-0.5948000000,2974,4337,428,99.7600000000,99.9200000000,1,1,0,1,nan,0.2000000000,99.9200000000,1
329,-10.0929999996,71,99.9100000000,99.9200000000,0,0,33.000000,99.9800000000,99.9133333333,0.0100000000,1,2,-0.333333,-7108.6729999996,7098.5800000000,-12.8200053723,2.1300053723,-0.5970000000,2985,4349,430,99.7400000000,99.9100000000,1,0,0,0,nan,nan,99.9200000000,1
330,-11.8013999996,63,99.9000000000,99.9300000000,0,0,33.100000,99.9600000000,99.9200000000,0.0300000000,28,14,0.333333,-6309.2813999996,6297.4800000000,-13.0300047670,0.6300047670,-0.5986000000,2993,4354,431,99.8500000000,99.9200000000,1,0,0,0,nan,nan,99.9300000000,1
331,-10.3093999996,57,99.9000000000,99.9300000000,0,0,33.200000,99.9900000000,99.9194594595,0.0300000000,24,13,0.297297,-5709.7393999996,5699.4300000000,-13.2842125037,2.3742125038,-0.6006000000,3003,4360,432,99.7900000000,99.9100000000,1,0,0,0,nan,nan,99.9300000000,1
332,-6.9887999996,56,99.9000000000,99.9200000000,0,0,33.300000,100.0500000000,99.9175000000,0.0200000000,21,3,0.750000,-5609.7887999996,5602.8000000000,-13.3309068018,5.7409068019,-0.6012000000,3006,4365,433,99.8700000000,99.9300000000,1,1,0,0,nan,nan,99.9000000000,-1
333,-15.7763999996,54,99.9000000000,99.9300000000,0,0,33.400000,99.8900000000,99.9160714286,0.0300000000,15,13,0.071429,-5409.8363999996,5394.0600000000,-13.5055861626,-2.8744138374,-0.6036000000,3018,4381,435,99.8500000000,99.9100000000,1,0,0,0,nan,nan,99.9100000000,1
334,-23.4225999996,69,99.8900000000,99.9300000000,0,0,33.500000,99.7800000000,99.9166666667,0.0400000000,22,11,0.333333,-6908.2425999996,6884.8200000000,-13.5274954200,-10.5025045799,-0.6074000000,3037,4395,436,99.7200000000,99.9100000000,1,0,0,0,nan,nan,99.8900000000,-1
335,-25.6491999996,82,99.8900000000,99.9000000000,0,0,33.600000,99.7700000000,99.8975000000,0.0100000000,6,2,0.500000,-8206.7891999996,8181.1400000000,-13.5776762533,-12.6823237467,-0.6108000000,3054,4399,437,99.5600000000,99.9000000000,1,1,0,1,nan,0.5000000000,99.9000000000,1
336,-21.4659999995,96,99.8800000000,99.8900000000,0,0,33.700000,99.8300000000,99.8882051282,0.0100000000,32,7,0.641026,-9605.1459999995,9583.6800000000,-13.6019211177,-8.4780788823,-0.6140000000,3070,4414,439,99.6000000000,99.8900000000,1,1,0,1,nan,0.1428571429,99.8800000000,-1
337,-17.6247999995,98,99.8800000000,99.8900000000,0,0,33.800000,99.8700000000,99.8863636364,0.0100000000,28,16,0.272727,-9804.8847999995,9787.2600000000,-13.6569839520,-4.5830160479,-0.6152000000,3076,4427,439,99.5800000000,99.8900000000,1,1,0,1,nan,0.0625000000,99.8800000000,-1
338,-11.5127999995,102,99.8800000000,99.8900000000,0,0,33.900000,99.9300000000,99.8861111111,0.0100000000,22,14,0.222222,-10204.3727999995,10192.8600000000,-13.7309171073,1.6009171073,-0.6172000000,3086,4436,440,99.6600000000,99.8900000000,1,1,0,1,nan,0.0714285714,99.8900000000,1
339,-20.5213999995,99,99.8800000000,99.8900000000,0,0,34.000000,99.8400000000,99.8867857143,0.0100000000,19,9,0.357143,-9904.6813999995,9884.1600000000,-13.8491422463,-7.2908577536,-0.6186000000,3093,4446,441,99.6900000000,99.8900000000,1,1,0,1,nan,0.1111111111,99.8900000000,1
340,-13.3393999995,107,99.8800000000,99.8900000000,0,0,34.100000,99.9100000000,99.8847619048,0.0100000000,10,11,-0.047619,-10703.7093999995,10690.3700000000,-13.8705654327,-0.0894345672,-0.6206000000,3103,4458,442,99.5800000000,99.8900000000,1,1,0,1,nan,0.0909090909,99.8800000000,-1
341,-4.5477999995,99,99.8800000000,99.9200000000,0,0,34.200000,100.0000000000,99.9107692308,0.0400000000,10,3,0.538462,-9904.5477999995,9900.0000000000,-13.9972521293,8.8272521294,-0.6222000000,3111,4471,443,99.6800000000,99.9100000000,1,0,0,0,nan,nan,99.9100000000,1
342,-7.0061999995,91,99.8800000000,99.9300000000,0,0,34.300000,99.9800000000,99.9216666667,0.0500000000,10,2,0.666667,-9105.1861999995,9098.1800000000,-13.9239388259,6.2939388260,-0.6238000000,3119,4473,444,99.7800000000,99.8900000000,1,0,0,0,nan,nan,99.9300000000,1
343,-15.9255999995,88,99.9000000000,99.9100000000,0,0,34.400000,99.8800000000,99.9050000000,0.0100000000,1,1,0.000000,-8805.3655999995,8789.4400000000,-13.8364463372,-2.7135536628,-0.6244000000,3122,4480,445,99.6800000000,99.9100000000,1,1,0,1,nan,1.0000000000,99.9000000000,-1
344,-13.2541999995,85,99.8800000000,99.9000000000,0,0,34.500000,99.9100000000,99.8977777778,0.0200000000,8,1,0.777778,-8505.6041999995,8492.3500000000,-13.8695622178,-0.0104377821,-0.6258000000,3129,4482,446,99.6800000000,99.8900000000,1,0,0,0,nan,nan,99.8800000000,-1
345,-17.5041999995,85,99.8800000000,99.9100000000,0,0,34.600000,99.8600000000,99.9025000000,0.0300000000,12,4,0.500000,-8505.6041999995,8488.1000000000,-13.8695622178,-4.2604377821,-0.6258000000,3129,4486,447,99.6900000000,99.9100000000,1,1,0,1,nan,0.2500000000,99.8900000000,-1
346,-17.6221999995,93,99.8700000000,99.8800000000,0,0,34.700000,99.8600000000,99.8794594595,0.0100000000,35,2,0.891892,-9304.6021999995,9286.9800000000,-13.8670938069,-4.3829061931,-0.6278000000,3139,4498,449,99.6200000000,99.8800000000,1,1,0,1,nan,0.5000000000,99.8700000000,-1
347,-12.9811999995,92,99.8700000000,99.8800000000,0,0,34.800000,99.9100000000,99.8797058824,0.0100000000,33,1,0.941176,-9204.7011999995,9191.7200000000,-13.9465113865,0.3365113866,-0.6288000000,3144,4512,449,99.6200000000,99.8800000000,1,1,0,1,nan,1.0000000000,99.8800000000,1
348,-19.6491999995,100,99.8700000000,99.8800000000,0,0,34.900000,99.8400000000,99.8796000000,0.0100000000,24,1,0.920000,-10003.6491999995,9984.0000000000,-13.9713393929,-6.3086606070,-0.6308000000,3154,4523,450,99.7100000000,99.8800000000,1,0,0,1,nan,0.0000000000,99.8700000000,-1
349,-10.6083999995,100,99.8700000000,99.8900000000,0,0,35.000000,99.9300000000,99.8829411765,0.0200000000,22,12,0.294118,-10003.6083999995,9993.0000000000,-13.9962150911,2.7562150912,-0.6316000000,3158,4530,451,99.6000000000,99.8800000000,1,0,0,0,nan,nan,99.8900000000,1
350,-14.5869999995,95,99.8700000000,99.8900000000,0,0,35.100000,99.8900000000,99.8862962963,0.0200000000,22,5,0.629630,-9504.1369999995,9489.5500000000,-14.0695315655,-1.1504684345,-0.6330000000,3165,4542,452,99.6900000000,99.8800000000,1,0,0,0,nan,nan,99.8900000000,1
351,-9.2457999995,89,99.8800000000,99.8900000000,0,0,35.200000,99.9500000000,99.8825000000,0.0100000000,1,3,-0.500000,-8904.7957999995,8895.5500000000,-14.1421927298,4.2621927298,-0.6342000000,3171,4546,453,99.6700000000,99.8900000000,1,1,0,1,nan,0.3333333333,99.8900000000,1
352,-8.6441999995,85,99.8700000000,99.8800000000,0,0,35.300000,99.9600000000,99.8794736842,0.0100000000,18,1,0.894737,-8505.2441999995,8496.6000000000,-14.2623200792,4.9823200792,-0.6358000000,3179,4553,454,99.7900000000,99.8800000000,1,1,0,1,nan,1.0000000000,99.8800000000,1
